twi_query,cleaned_query,intent,twi_response,english_translation,source
"Aduane a obi de nsa kɔmaa me a obi no wɔ choelra, ɛyɛ asiane wo nim?",aduane a obi de nsa kɔmaa me a obi no wɔ choelra ɛyɛ asiane wo nim,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholrea ne ayamtuo a eye adi no gyina soronko den?,cholrea ne ayamtuo a eye adi no gyina soronko den,differentiation_query,"Cholera ayamtuo no yɛ nsuo tea (te sɛ nsubɛn), ɛba ntɛm paa, na nsuo a wafa mu sa ntɛm kɛse sen ayamtuo a ɛyɛ adi.","Cholera diarrhea is watery and pale (like rice-water), comes on suddenly, and causes much more rapid dehydration than ordinary diarrhea.",WHO Ghana
"Se me nsa rekyere me efiri ayamtuo nti a, ewo se meye den?",se me nsa rekyere me efiri ayamtuo nti a ewo se meye den,treatment_query,Nom ORS ntɛm ara na kɔ dɔkta hɔ. Saa nsa kyere (cramps) yi kyerɛ sɛ wo ho nsuo ne nkyene asa koraa.,"If my hands are cramping due to diarrhea, what should I do? Drink ORS immediately and see a doctor. These cramps mean you have lost a lot of water and salts.",CDC Ghana
Cholera tumi ma obi koma ntoo?,cholera tumi ma obi koma ntoo,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Yaa nua, ete sen anaa ɛnyɛ saa?",yaa nua ete sen anaa ɛnyɛ saa,general_greeting,Mema wo akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm wo Twi kasa mu.,Welcome! I am the Cholera Twi Chatbot. I can help answer questions about cholera in Twi.,Ghana NLP
"Nsuo a ewo safe sachet mu, cholera mmoawa betumi awura mu anaa ɛnyɛ saa?",nsuo a ewo safe sachet mu cholera mmoawa betumi awura mu anaa ɛnyɛ saa,transmission_query,"Sɛ sachet water no firi company pa a Ghana Standards Authority apene so a, ɛyɛ banbɔ. Hwɛ yie wɔ nea wotɔ ho.","Water in safe sachets, can cholera bacteria enter it? If the sachet water comes from a good company approved by the Ghana Standards Authority, it is safe. Be careful about where you buy.",Ghana Health Service
Kumasi Teaching Hopsital betumi asa cholera emergency anaa ɛnyɛ saa?,kumasi teaching hopsital betumi asa cholera emergency anaa ɛnyɛ saa,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Sɛn na mɛbɔ me ho ban aifri cholera ho?,sɛn na mɛbɔ me ho ban aifri cholera ho,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Se adagya mu nsuo ho nni tew a, cholera beba ente saa?",se adagya mu nsuo ho nni tew a cholera beba ente saa,prevention_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Se nkurofoo gu fĩ gu nkuraa ase a ede cholera ba anaa?,se nkurofoo gu fĩ gu nkuraa ase a ede cholera ba anaa,transmission_query,"Aane paa, adagya mu tena (open defecation) ma cholera bacteria fa nsuo mu kɔnom mu na ɛtrɛ yareɛ no ntɛm wɔ nkuraa ase.","If people defecate in the open in rural areas does it cause cholera? Yes indeed, open defecation allows cholera bacteria to travel through water sources into drinking water and spreads the disease fast in rural areas.",CDC Ghana
Ehefa na cholera bacteria tena ho anaa enye saa?,ehefa na cholera bacteria tena ho anaa enye saa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ghana Health Service betumi abo yen kokoo se cholera ba a ɛnte saa?,ghana health service betumi abo yen kokoo se cholera ba a ɛnte saa,prevention_query,"Aane, Ghana Health Service taa de radio ne tv so bɔ ɔmanfoɔ kɔkɔɔ daa bere biara a cholera yareɛ no bɛba ɔman no mu.","Can the Ghana Health Service warn us if cholera comes? Yes, the Ghana Health Service usually uses radio and TV to warn the public whenever the cholera disease enters the country.",Ghana Health Service
Chlorine tabs betumi akum cholera mmoawa wɔ nsuo mu?,chlorine tabs betumi akum cholera mmoawa wɔ nsuo mu,transmission_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Cholera bacteria betumi atena aduane mu nnonhwerew dodo ben anaa?,cholera bacteria betumi atena aduane mu nnonhwerew dodo ben anaa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera bacteria ebtumi atena nnuane a yeankata so mu?,cholera bacteria ebtumi atena nnuane a yeankata so mu,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Ɛdeɛn na ɛkyerɛ sɛ cholera mu yɛ den?,ɛdeɛn na ɛkyerɛ sɛ cholera mu yɛ den,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Me ho nsuo asa koraa sɛ mefe bebree, ɛyɛ dɛn anaa ɛnyɛ saa?",me ho nsuo asa koraa sɛ mefe bebree ɛyɛ dɛn anaa ɛnyɛ saa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Sɛ me ho yɛ mmerɛ na meyam tu a, ɛyɛ cholera paa?",sɛ me ho yɛ mmerɛ na meyam tu a ɛyɛ cholera paa,symptoms_query,"Cholera ayamtuo taa ba a atiridii nnim, nanso sɛ ayamtuo no te sɛ nsubɛn na emu yɛ den a, ebia ɛyɛ cholera. Kɔ clinic kɔhwɛ.","If I feel feverish and my stomach runs, is it cholera? Cholera diarrhea usually comes without fever, but if the diarrhea looks like rice-water and is severe, it could be cholera. Go to the clinic to check.",CDC
Aduru ben na Ghana Health Service de sa cholera?,aduru ben na ghana health service de sa cholera,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Ayamtuo no te se mrose nsuo, eho hia clinic?",ayamtuo no te se mrose nsuo eho hia clinic,emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
Den additive na etumi kum cholera mmoawa wo me nsuo mu?,den additive na etumi kum cholera mmoawa wo me nsuo mu,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Me ba no refe bebree, ORS beboa?",me ba no refe bebree ors beboa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mema wo adwo chabtot pa wo nim?,mema wo adwo chabtot pa wo nim,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
Heffa na yeye vaccine wo Ghana ha anaa?,heffa na yeye vaccine wo ghana ha anaa,prevention_query,Ghana Health Service taa yɛ cholera vaccine dwumadie wɔ mmeae a yareɛ no atae asi. Kɔ government hospital a ɛbɛn wo kɔbisa.,Where do they do the vaccine in Ghana? The Ghana Health Service usually conducts cholera vaccine campaigns in areas where the disease breaks out. Go to a government hospital near you to ask.,Ghana Health Service
Mfifisee betumi de cholera afiri tiafi mu aba me nuane ho?,mfifisee betumi de cholera afiri tiafi mu aba me nuane ho,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Mema wo akye, beboa me ente saa?",mema wo akye beboa me ente saa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
Medaase ma mmoaee pa yi ampa?,medaase ma mmoaee pa yi ampa,general_greeting,Meda wo ase nso! Hwɛ wo ho so yie na horo wo nsa ne samina bere biara. Tena ase asomdwoe mu.,Thank you for this good help. Thank you too! Take good care of yourself and wash your hands with soap every time. Stay safe.,Ghana NLP
Mede chlorine akyekyere me nsuo mu bo me ho ban anaa?,mede chlorine akyekyere me nsuo mu bo me ho ban anaa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Afee pii na me ho, eye cholera anaa?",afee pii na me ho eye cholera anaa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Adɔkotanom ma aduru a yɛfrɛ no zinc tablets anaa ɛnyɛ saa?,adɔkotanom ma aduru a yɛfrɛ no zinc tablets anaa ɛnyɛ saa,treatment_query,"Aane, adɔkotafoɔ taa de zinc tablets fra ORS ho ma mmofra a wɔwɔ ayamtuo de boa ma wɔn ho yɛ ntɛm.","Do doctors give a medicine called zinc tablets? Yes, doctors often combine zinc tablets with ORS for children with diarrhea to help them recover faster.",Ghana Health Service
IV fluids ye den wo cohlera mu?,iv fluids ye den wo cohlera mu,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Dɛn nti na yɛfrɛ ayamtuo no riec-water?,dɛn nti na yɛfrɛ ayamtuo no riecwater,symptoms_query,Yɛfrɛ no saa ɛfiri sɛ cholera ayamtuo no nsuo no mu yɛ fitaa guwɔɔ sɛ nsuo a yɛde ahoro mroseɛ mu. Eyi kyerɛ sɛ yareɛ no mu yɛ den.,Why do they call the diarrhea rice-water? It is called that because cholera diarrhea fluid is whitish and cloudy like water used to wash raw rice. This indicates the disease is severe.,WHO Ghana
Cholera kɔ obi ho nam nsuo a efi guom,cholera kɔ obi ho nam nsuo a efi guom,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Obi bin betumi ama cholera ako nsuo mu anaa ɛnyɛ saa?,obi bin betumi ama cholera ako nsuo mu anaa ɛnyɛ saa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Den nti na samina hia paa bere a yehohoro yen nsa?,den nti na samina hia paa bere a yehohoro yen nsa,prevention_query,"Samina kum cholera mmoawa no na ɛyi efi biara a ɛwɔ wo nsa ho afiri hɔ, nea nsuo kwa nnfa nntumi nnyɛ.","Why is soap so important when we wash our hands? Soap kills the cholera bacteria and removes any filth from your hands, which water alone cannot do.",Ghana Ministry of Health
Community health worker betumi aboa sɛn wɔ cholera amanneɛ bɔ mu?,community health worker betumi aboa sɛn wɔ cholera amanneɛ bɔ mu,reporting_query,"Wobetumi de nsɛm a wɔahunu no kɔma ayaresabea ntɛm, na wɔaboa ma wɔasiw asɛm no ano ansa na atrɛw kɔ mmeaɛ foforo.",They can quickly relay findings to health facilities and help contain the situation before it spreads to other areas.,Ghana Health Service
Cholera mmoawa no tumi ma me yafunu atu me?,cholera mmoawa no tumi ma me yafunu atu me,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Sɛ kɔkɔɔ a yɛde nom no ho nni tew a, ɛyɛ asinae?",sɛ kɔkɔɔ a yɛde nom no ho nni tew a ɛyɛ asinae,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Den nti na chloera yaree yi tare ntem?,den nti na chloera yaree yi tare ntem,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cohlera yareɛ tumi kum obi bere bɛn mu anaa?,cohlera yareɛ tumi kum obi bere bɛn mu anaa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Dɛn tumi kum cholera mmoawa wɔ nsuo mu anaa?,dɛn tumi kum cholera mmoawa wɔ nsuo mu anaa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Sɛn na yɛbɛyɛ na yɛayɛ ORS nsuo pa anaa ɛnyɛ saa?,sɛn na yɛbɛyɛ na yɛayɛ ors nsuo pa anaa ɛnyɛ saa,treatment_query,"Hohoro wo nsa, fa nsuo pa, nua wo nsuo no ansa na woadi dwuma na fra ORS aduru no mu yie.","Wash hands, use safe water (boiled or bottled), and thoroughly mix the ORS powder into the water.",Ghana Ministry of Health
"Sɛ adagya mu mfifiseɛ boro so a, ɛde cholera ba paa?",sɛ adagya mu mfifiseɛ boro so a ɛde cholera ba paa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Cholera nnyansoo titiriw ne sen?,cholera nnyansoo titiriw ne sen,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ me nsa ho fi a, metumi de kyere me ba aduane?",sɛ me nsa ho fi a metumi de kyere me ba aduane,prevention_query,"Dabi, ɛyɛ asiane paa! Hohoro wo nsa ne samina ansa na woayɛ aduane anaa woama wo ba aduane na woanma no cholera.","If my hands are dirty, can I feed my child? No, it is very dangerous! Wash your hands with soap before preparing food or feeding your child so you don't give them cholera.",CDC Ghana
"Mema wo aha, hcatbot pa!",mema wo aha hcatbot pa,general_greeting,Mema wo aha paa! Akwaaba bio. Dɛn na wopɛ sɛ meboa wo fa cholera apɔwmuden ho nnɛ?,"Good afternoon, good chatbot! Good afternoon indeed! Welcome again. What do you want me to help you with regarding cholera health today?",Ghana NLP
"Ɔwdo, chatbot pa anaa ɛnyɛ saa?",ɔwdo chatbot pa anaa ɛnyɛ saa,general_greeting,Mema wo akye! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm.,Hello! I am the Cholera Twi Chatbot. I can answer your questions about cholera.,Ghana NLP
"Sɛ me pɛ sɛ me de sachet awter nom a, ɛyɛ safe?",sɛ me pɛ sɛ me de sachet awter nom a ɛyɛ safe,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Se ayamtuo ne afee ba wo do koro mu a, eye choelra?",se ayamtuo ne afee ba wo do koro mu a eye choelra,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Me ho retiti me na meyam hye me, eye chloera?",me ho retiti me na meyam hye me eye chloera,symptoms_query,"Dabi, nipadua retiti ne yam hyehyeɛ ntaa nkyerɛ cholera. Cholera nsenkyerɛne titiriw ne ayamtuo a ɛte sɛ nsubɛn.","My body is itching and my stomach burns, is it cholera? No, body itching and stomach burning do not usually indicate cholera. The main symptom of cholera is watery diarrhea.",CDC
"Chatbot, wo ho te sɛn?",chatbot wo ho te sɛn,general_greeting,"Me ho yɛ, meda ase! Mewɔ ha sɛ mebua wo nsɛmmisa biara a ɛfa cholera ho wɔ Twi mu. Dɛn na wopɛ sɛ wuhu?","I am fine, thank you! I am here to answer any questions about cholera in Twi. What do you want to know?",Ghana NLP
