twi_query,intent,twi_response,english_translation,source
"Me ho nsuo asa a, dɛn na mɛyɛ wɔ fie?",treatment_query,"Sɛ wo ho nsuo reasa a, nyan ORS (nsuo, asikre, ne nkyene) nom ntɛm ara na kɔ ayaresabea ɛbɛn wo.","If I am dehydrated, what should I do at home? If you are dehydrated, mix and drink ORS (water, sugar, and salt) immediately and go to the nearest hospital.",WHO Ghana
Mewɔ he na metumi anya ORS aduru no?,treatment_query,"Wobetumi anya ORS wɔ aduruyɛdan (pharmacy) biara, or woankasa betumi ayɛ bi wɔ fie de nsuo, asikre, ne nkyene.","Where can I get the ORS medicine? You can get ORS at any pharmacy, or you can make it yourself at home using water, sugar, and salt.",Ghana Health Service
Adagya mu tena ho yɛ asiane ma cholera?,prevention_query,"Aane, sɛ nkurɔfoɔ gu fi gu mmeae a ɛnkɔ mmone mu a, ɛtumi sɛe nsuo a yɛnom na ɛde cholera ba. Hwɛ na fa tiafi yie.","Is open defecation a risk for cholera? Yes, when people defecate in the open, it can contaminate drinking water and cause cholera. Ensure you use proper toilets.",CDC Ghana
"Maakye o, chatbot!",general_greeting,Maakye! Mewɔ ha sɛ mebua wo nsɛmmisa biara a ɛfa cholera yareɛ ho. Dɛn na wopɛ sɛ wuhu?,"Good morning, chatbot! I am here to answer any questions regarding cholera. What would you like to know?",Ghana NLP
Me da wo ase pi,general_greeting,Meda wo ase nso! Tena ase asomdwoe mu na hwɛ wo ho so yie na cholera anya wo.,Thank you very much! Thank you too! Stay safe and take good care of yourself to avoid cholera.,Ghana NLP
Dɛn na metumi de akyekyere me nsuo mu?,prevention_query,Wobetumi anua wo nsuo no ma ɛrehuru yie anaa wobɛde 'Aquatabs' anaa aduru a ɛho tew nsuo afra mu ansa na wanom.,What can I use to treat my water? You can boil your water until it bubbles or use Aquatabs or water purification tablets before drinking.,Ghana Ministry of Health
Cholera nnyansoɔ yɛ dɛn?,transmission_query,"Bacteria a yɛfrɛ no 'Vibrio cholerae' na ɛde yareɛ no ba, titiriw fa nsuo anaa nnuane a efi wom.","What is the cause of cholera? The bacterium called Vibrio cholerae causes the disease, mostly through contaminated water or food.",WHO Ghana
"Sɛ me nsa rekyere me ɛfiri ayamtuo nti a, ɛwɔ sɛ meyɛ dɛn?",treatment_query,Nom ORS ntɛm ara na kɔ dɔkta hɔ. Saa nsa kyere (cramps) yi kyerɛ sɛ wo ho nsuo ne nkyene asa koraa.,"If my hands are cramping due to diarrhea, what should I do? Drink ORS immediately and see a doctor. These cramps mean you have lost a lot of water and salts.",CDC Ghana
Adidi mmeae bɔne betumi ama cholera?,transmission_query,"Aane, adidi mmeae a ɛho nni nniwoɔ na nsuo anaa nnuane ho nni kradoom no tumi de cholera ba ntɛm.","Can bad eating places cause cholera? Yes, eating places that lack hygiene and where food or water is not safely prepared can easily spread cholera.",Ghana Health Service
"Mahu sɛ me mma redidi a wɔnhohoro wɔn nsa, asiane bi wom?",prevention_query,"Asiane kɛse wom! Sɛ obi amfa samina ne nsuo anhohoro ne nsa ansa na ɔredidi a, cholera mmoawa betumi afiri ne nsa akɔ ne nuane mu.","I noticed my children eat without washing their hands, is there any danger? There is big danger! If someone doesn't wash their hands with soap before eating, cholera bacteria can move from hands into food.",Ghana Health Service
Ayamtuo paapaa yi bɛkum obi?,emergency_query,"Aane, cholera tumi kum obi nnɔnhwerew kakraa bi mu ɛfiri nsuo pii a ɛsa wɔ nipadua no mu. Eyi nti, ɛyɛ emergency a ɛwɔ sɛ yɛkɔ clinic ntɛm.","Can this frequent diarrhea kill someone? Yes, cholera can kill within a few hours due to severe fluid loss. Therefore, it is an emergency that requires going to the clinic quickly.",WHO Ghana
Abofra ketewa betumi anya cholera?,transmission_query,"Aane, mmofra ketewa betumi anya cholera yareɛ no, na wɔn ho nsuo sa ntɛm kyɛn mpanyimfoɔ. Wɔn ho nsenkyerɛne ne ayamtuo, ɛfeɛ ne mmerɛyɛ.","Can a small child get cholera? Yes, small children can contract cholera, and they become dehydrated much faster than adults. Their symptoms include diarrhea, vomiting, and weakness.",CDC Ghana
"Me nsuo no mu tew, ɛho hia sɛ me noa?",prevention_query,"Aane, ɛho hia paa. Nsuo pii wɔ hɔ a ɛmu tew nanso mmoawa nkɛseɛ gu mu. Noa no ma ɛrehuru yie ansa na woanom.","My water looks clean, do I still need to boil it? Yes, it is very important. Many water sources look clear but contain dangerous bacteria. Boil it until it bubbles before drinking.",Ghana Ministry of Health
"Sɛ me nyan ORS no na meba no anom amonom a, mɛyɛ dɛn?",treatment_query,"Ma no n nketewa nketee ara daa. Sɛ ɔfe na anom bio a, twɛn simma du na fi ase ma no bio nkakrakakra.","If I mix the ORS and my child vomits it, what should I do? Give it in small sips frequently. If they vomit again, wait ten minutes and start giving it again slowly.",WHO Ghana
Adɔkotanom ma aduru a yɛfrɛ no zinc tablets?,treatment_query,"Aane, adɔkotafoɔ taa de zinc tablets fra ORS ho ma mmofra a wɔwɔ ayamtuo de boa ma wɔn ho yɛ ntɛm.","Do doctors give a medicine called zinc tablets? Yes, doctors often combine zinc tablets with ORS for children with diarrhea to help them recover faster.",Ghana Health Service
Aduane a akyɛ betumi de cholera mmoawa aba?,transmission_query,"Aane, aduane a akyɛ na yɛankata so na mfifiseɛ bɔɔ ho betumi anya cholera mmoawa no. Kankan aduane biara ansa na woadi.","Can leftover food bring cholera bacteria? Yes, leftover food that was not covered and was visited by flies can harbor cholera bacteria. Always reheat any food before eating.",CDC Ghana
Nnipa a wɔwɔ Ghana ha taa nya cholera yareɛ yi?,transmission_query,"Cholera taa ba mmeae a asuogya gu fĩ guom na nsuo pa nni hɔ, titiriw asuten bere mu. Ghana Health Service repɛ ano aduru daa.","Do people in Ghana often get this cholera disease? Cholera usually occurs in places with poor sanitation and lack of safe water, especially during the rainy season. The Ghana Health Service is always working on solutions.",Ghana Health Service
Ɛhefa na me nya nsuo pa a cholera mmoawa nnim?,prevention_query,"Nsa sachet water pa, bottled water, anaa nsuo biara a woanoa mu yie na ɛyɛ asiane nnim.","Where can I get safe water without cholera bacteria? Treated sachet water, bottled water, or any water you have boiled thoroughly is safe and risk-free.",Ghana NLP
Dɛn nti na yɛfrɛ ayamtuo no rice-water?,symptoms_query,Yɛfrɛ no saa ɛfiri sɛ cholera ayamtuo no nsuo no mu yɛ fitaa guwɔɔ sɛ nsuo a yɛde ahoro mroseɛ mu. Eyi kyerɛ sɛ yareɛ no mu yɛ den.,Why do they call the diarrhea rice-water? It is called that because cholera diarrhea fluid is whitish and cloudy like water used to wash raw rice. This indicates the disease is severe.,WHO Ghana
"Me ho yɛ mmerɛ na me ti pae me, ɛyɛ cholera?",symptoms_query,"Mmerɛyɛ betumi ayɛ cholera nsenkyerɛne ɛfiri nsuo a ɛreasa nti, nanso tipae ntaa nni cholera ho. Hwɛ sɛ wo bɛnya ayamtuo nsuo anaa.","I feel weak and my head aches, is it cholera? Weakness can be a cholera symptom due to fluid loss, but headache is not typically associated with cholera. Watch if you get watery diarrhea.",CDC
"Chatbot, wo ho te sɛn?",general_greeting,"Me ho yɛ, meda ase! Mewɔ ha sɛ mebua wo nsɛmmisa biara a ɛfa cholera ho wɔ Twi mu. Dɛn na wopɛ sɛ wuhu?","I am fine, thank you! I am here to answer any questions about cholera in Twi. What do you want to know?",Ghana NLP
Meda wo ase paa ma saa adwuma yi,general_greeting,Meda wo ase nso! Ɛyɛ me anigye sɛ meboa wo. Hwɛ wo ho so yie afiri cholera ho.,Thank you very much for this work. Thank you too! It is my pleasure to help you. Take good care of yourself against cholera.,Ghana NLP
"Ebia me nom nsuo firi nkuraa ase abutuo mu, ɛyɛ asiane?",transmission_query,"Aane, abutuo pii a ɛwɔ nkuraa ase a yɛankata so betumi anya efi afiri atwene mu na ɛde cholera mmoawa aba. Noa ansa na wanom.","Maybe I drink water from rural wells, is it dangerous? Yes, many uncovered rural wells can get contaminated from runoff water and bring cholera bacteria. Boil it before drinking.",CDC Ghana
"Ayamtuo no amfi ase ntɛm ara, ɛtumi kora ho?",symptoms_query,"Aane, cholera mmoawa betumi atena wo ho nnansa mmienu kɔsi nnanson ansa na nsenkyerɛne ada adi. Ɛho hia sɛ yɛhwɛ yie.","The diarrhea didn't start immediately, can it hide? Yes, cholera bacteria can stay in your body for 2 to 7 days before symptoms appear. It is important to be careful.",WHO Ghana
Nnuane a yɛtɔ wɔ kwan ho betumi de yareɛ no aba?,transmission_query,"Aane, nnuane a wɔtɔn no kwan ho a yɛankata so na ɛyɛ nwunu betumi anya cholera mmoawa afiri mfifiseɛ hɔ. Di aduane a ɛyɛ hyere paa.","Can food sold on the street bring the disease? Yes, food sold by the roadside that is uncovered and cold can get cholera bacteria from flies. Eat very hot food.",Ghana Ministry of Health
"Sɛ mepae ORS paket no, metumi de atena hɔ nna pii?",treatment_query,"Dabi, sɛ wo de nsuo fra ORS aduru mu a, ɛwɔ sɛ wonom gu mu nnɔnhwerew 24 mu. Ɛno akyi no, to gu na yɛ foforo.","If I open the ORS packet, can it stay for many days? No, once you mix the ORS powder with water, it must be consumed within 24 hours. After that, discard it and make a fresh one.",WHO Ghana
Sɛ mepɛ sɛ mehohoro me nsa na samina nni hɔ nso?,prevention_query,"Sɛ samina nni hɔ a, wobetumi de nsofa (ashes) ne nsuo pa a ɛretew ahoro wo nsa. Ɛno nso kum mmoawa bi.","What if I want to wash my hands and there is no soap? If there is no soap, you can use wood ash and clean running water to wash your hands. That also kills some bacteria.",CDC Ghana
Dɛn aduru na metumi de akyekyere me fie ansa na adɔkotafoɔ aba?,treatment_query,Aduru kɛseɛ a ɛwɔ hɔ ne ORS nsuo. Ɛnkora aduru biara a ɛsiw ayamtuo kwan (anti-diarrhea meds) efisɛ ɛremma yareɛ no mfi wo mu.,What medicine can I use to treat my family before doctors arrive? The main medicine is ORS water. Do not keep anti-diarrhea medicines because they prevent the disease from leaving your system.,WHO Ghana
Ayaresabea biara wɔ ha betumi asa cholera?,emergency_query,"Aane, Ghana Health Service abɔ mbɔden sɛ clinic ne ayaresabea ahorow nyinaa wɔ ORS ne nsuo a yɛde bɔ ntin mu (IV fluids) ma yarefoɔ.","Can any hospital here treat cholera? Yes, the Ghana Health Service has made efforts so that all clinics and hospitals have ORS and intravenous fluids (IV fluids) for patients.",Ghana Health Service
Ete sɛn nua?,general_greeting,"Ɛyɛ, akwaaba! Me ne wo Cholera Twi Chatbot. Metumi abua wo nsɛmmisa biara.","It is well, welcome! I am your Cholera Twi Chatbot. I can answer any of your questions.",Ghana NLP
Wo din de sɛn?,general_greeting,Me din de Cholera Twi Chatbot. Wobia me biribiara a ɛfa cholera ho a mɛbua wo.,What is your name? My name is Cholera Twi Chatbot. Ask me anything about cholera and I will answer you.,Ghana NLP
"Yarefoɔ no abrabɔ mu refi ntɛm, yɛbɛyɛ dɛn?",emergency_query,EYI NE EMERGENCY KƐSE! Monsɔre mprepren kɔ ayaresabea. Mma no nsuo wɔ ne ntin nkanyan no.,"The patient's life is fading fast, what should we do? THIS IS A HUGE EMERGENCY! Rise up immediately and go to the hospital. Let them give him IV fluids to revive him.",WHO Ghana
Me nsa ho bɛtumi afi sɛ mekɔ asuogya akyi?,prevention_query,"Aane, nsa ho horo ne samina ntɛm ara bere biara a wobɛfi asuogya (toilet) no hia paa na woansa cholera mmoawa ankyere afoforo.","Can my hands get contaminated after using the toilet? Yes, washing hands with soap immediately every time you leave the toilet is very important so you don't spread cholera bacteria to others.",CDC Ghana
Nsuo pa ben na ɛwɔ sɛ yɛnom?,prevention_query,"Nom nsuo a wɔanoa, pure water a ɛfiri beae pa, anaa bottled water. Kora wo nsuo ho ban.","Which safe water should we drink? Drink boiled water, sachet water from a trusted source, or bottled water. Protect your water source.",Ghana Ministry of Health
Ayamtuo yi beku me ba no?,emergency_query,"Sɛ woanma no ORS aduru ntɛm na woanfa no nkɔ ayaresabea a, aane, ɛbetumi akum no. Hwɛ wo ho so ntɛm ara!","Will this diarrhea kill my child? If you don't give them ORS medicine quickly and take them to the hospital, yes, it can kill them. Take action immediately!",CDC Ghana
Kwan bɛn so na me nnuane bɛtumi anya mmoawa?,transmission_query,"Sɛ woankata so na mfifiseɛ a wogyinaa efi so bɛsi so, anaa sɛ wo de nsa a ho nni fĩ horo mu.","How can my food get bacteria? If you don't cover it and flies that stood on waste land on it, or if you use unwashed hands to handle it.",WHO Ghana
Mo adwuma yi yɛ fɛ paa,general_greeting,Meda wo ase! Yɛpɛ sɛ ɔmanfoɔ nya apɔwmuden na yɛtu cholera afiri Ghana ha.,Your work is very beautiful. Thank you! We want the public to have good health and eradicate cholera from Ghana.,Ghana NLP
Sa me yareɛ yi ma me,treatment_query,Mente sɛ dɔkota nanso metumi akyerɛ wo kwan: Nom ORS nsuo pii seesei na kɔ clinic a ɛbɛn wo ntɛm ara.,Cure this sickness for me. I am not a doctor but I can guide you: Drink plenty of ORS water right now and go to the nearest clinic immediately.,Ghana Health Service
Yɛbɛtumi anya cholera afiri subɔnten mu nsuo mu?,transmission_query,"Aane paa, sɛ nkurɔfoɔ gu fi gu asubɔnten no ho a, cholera mmoawa bɛkɔ nsuo no mu na ɛde yareɛ bɛba sɛ nnipa nom a.","Can we get cholera from river water? Yes indeed, if people defecate near the river, cholera bacteria will enter the water and cause disease if people drink it.",Ghana Ministry of Health
"Me ho retiti me na meyam hye me, ɛyɛ cholera?",symptoms_query,"Dabi, nipadua retiti ne yam hyehyeɛ ntaa nkyerɛ cholera. Cholera nsenkyerɛne titiriw ne ayamtuo a ɛte sɛ nsubɛn.","My body is itching and my stomach burns, is it cholera? No, body itching and stomach burning do not usually indicate cholera. The main symptom of cholera is watery diarrhea.",CDC
"Chatbot, boa me!",general_greeting,"Aane, mekrado sɛ mɛboa wo. Dɛn na ereha wo wɔ cholera ho? Bisa me na mebua wo.","Chatbot, help me! Yes, I am ready to help you. What is bothering you about cholera? Ask me and I will answer you.",Ghana NLP
Enti cholera nsenkyerɛne betumi ayɛ yaw wɔ yam?,symptoms_query,"Ebia ayamtim ketewa bi betumi aba, nanso cholera ayamtuo kɛseɛ no ntaa mfa ayamkaw kɛseɛ biara nnim kyɛn mmerɛyɛ ne nsuo a ɛsa.","So can cholera symptoms include stomach pain? Mild abdominal cramps can occur, but severe cholera diarrhea usually doesn't involve major stomach pain besides weakness and fluid loss.",WHO Ghana
Bɔ me amanneɛ fa cholera ho,general_greeting,"Cholera yɛ yareɔ bɔne a ɛfa ayamtuo kɛseɔ mu. Wo betumi abisa me ho nsenkyerɛne, banbɔ, anaa ayaresa ho nsɛm.","Inform me about cholera. Cholera is a dangerous disease involving severe diarrhea. You can ask me about its symptoms, prevention, or treatment.",Ghana NLP
Sɛ mefe dɔɔso a dɛn na mɛyɛ?,treatment_query,"Sɛ wo refe a, mmpa abaw. Kɔ so nom ORS nsuo no nkakrakakra. Sɛ ɛnto mpa a, kɔ ayaresabea mprepren.","If I vomit too much what should I do? If you are vomiting, do not lose hope. Keep drinking the ORS water in small sips. If it doesn't stop, go to the hospital immediately.",CDC
Yɛbɛtumi anya vaccine afiri cholera ho?,prevention_query,"Aane, vaccine (Oral Cholera Vaccine) wɔ hɔ a Ghana Health Service taa de ma wɔ mmeae a yareɛ no atae asi na ama banbɔ.","Can we get a vaccine against cholera? Yes, there is a vaccine (Oral Cholera Vaccine) that the Ghana Health Service often distributes in outbreak areas to provide protection.",Ghana Health Service
"Mewɔ Sunyani, ayaresabea bɛn na menkɔ?",emergency_query,Kɔ Sunyani Regional Hospital anaa clinic biara a ɛbɛn wo ntɛm ara. Wɔwɔ nnuru a yɛde sa cholera.,"I am in Sunyani, which hospital should I go to? Go to Sunyani Regional Hospital or any clinic near you immediately. They have the treatments for cholera.",Ghana Health Service
"Me ho nsuo asa koraa, dɛn na ɛkyerɛ?",symptoms_query,"Sɛ wo ho nsuo asa a, wobɛhu sɛ wo nsa ne wo nan ho nwoma repipiri (loss of skin elasticity), wo nsa bekyere wo, na woani bɛpɔn. Kɔ ayaresabea!","My fluids are completely gone, what does it mean? If you are severely dehydrated, you will notice your skin wrinkling (loss of skin elasticity), muscle cramps, and sunken eyes. Go to the hospital!",WHO Ghana
"Nsuo a yɛde asikre ne nkyene afra mu no, ɛsɛe mprepren?",treatment_query,"Aane, fie ORS nsuo biara a woayɛ no ntena hɔ nnɔnhwerew 24 akyi. Sɛ akyɛ a, to gu na yɛ foforo.","The water mixed with sugar and salt, does it spoil quickly? Yes, any home-made ORS water you make should not stay past 24 hours. If it lasts long, discard it and make a new one.",CDC
"Good afternoon, chatbot",general_greeting,Mema wo aha! Akwaaba. Me ne wo Cholera Twi Chatbot. Dɛn na mɛtumi akyerɛ wo nnɛ?,"Good afternoon, chatbot. Good afternoon! Welcome. I am your Cholera Twi Chatbot. What can I show you today?",Ghana NLP
"Response no yɛ fɛ, medaase",general_greeting,Meda wo ase nso! Apɔwmuden yɛ adɛn kɛseɛ. Hwɛ wo ho so yie na kɔ so horo wo nsa.,"The response is beautiful, thank you. Thank you too! Health is wealth. Take good care of yourself and keep washing your hands.",Ghana NLP
Asuogya a yɛnkɔ bi betumi afiri cholera aba?,transmission_query,"Dabi, asuogya a wonkɔ nni cholera mu, na mmom ayamtuo kɛseɛ a ɛnto mpa na ɛba. Eyi na ɛde asiane ba.","Can constipation come from cholera? No, constipation does not happen in cholera, rather it causes severe uncontrollable diarrhea. This is what brings danger.",WHO Ghana
"Nnuane a yɛanoa no akyɛ, ɛwɔ sɛ yɛnua bio?",prevention_query,"Aane paa, ɛwɔ sɛ wo nua aduane biara a akyɛ mu yie ma ɛyɛ hyere paa ansa na woadi na woakum mmoawa biara.","Food that was cooked long ago, do we need to heat it again? Yes indeed, you must heat any leftover food thoroughly so it is very hot before eating to kill any bacteria.",Ghana Ministry of Health
"Sɛ me nsa ho fi a, metumi de kyere me ba aduane?",prevention_query,"Dabi, ɛyɛ asiane paa! Hohoro wo nsa ne samina ansa na woayɛ aduane anaa woama wo ba aduane na woanma no cholera.","If my hands are dirty, can I feed my child? No, it is very dangerous! Wash your hands with soap before preparing food or feeding your child so you don't give them cholera.",CDC Ghana
